route_id,service_id,trip_id
S0040,weekday,weekday_S0040_S004001_5
S0040,weekday,weekday_S0040_S004002_6
S0040,weekday,weekday_S0040_S004001_6
S0040,weekday,weekday_S0040_S004002_7
S0040,weekday,weekday_S0040_S004001_7
S0040,weekday,weekday_S0040_S004002_8
S1050,weekday,weekday_S1050_S105002_0
S1050,weekday,weekday_S1050_S105001_0
S1050,weekday,weekday_S1050_S105002_1
S1050,weekday,weekday_S1050_S105001_1
S1050,weekday,weekday_S1050_S105002_2
S1050,weekday,weekday_S1050_S105001_2
S1050,weekday,weekday_S1050_S105002_3
S1050,weekday,weekday_S1050_S105001_3
S1050,weekday,weekday_S1050_S105002_4
S1050,weekday,weekday_S1050_S105002_5
S1050,weekday,weekday_S1050_S105001_5
S1050,weekday,weekday_S1050_S105002_6
S1050,weekday,weekday_S1050_S105001_6
S1050,weekday,weekday_S1050_S105002_7
S1050,weekday,weekday_S1050_S105001_8
S0040,weekend,weekend_S0040_S004002_0
S0040,weekend,weekend_S0040_S004001_0
S0040,weekend,weekend_S0040_S004002_1
S0040,weekend,weekend_S0040_S004001_1
S0040,weekend,weekend_S0040_S004002_2
S0040,weekend,weekend_S0040_S004001_2
S0040,weekend,weekend_S0040_S004002_3
S0040,weekend,weekend_S0040_S004001_3
S0040,weekend,weekend_S0040_S004002_4
S0040,weekend,weekend_S0040_S004001_4
S0040,weekend,weekend_S0040_S004002_5
S0040,weekend,weekend_S0040_S004001_5
S0040,weekend,weekend_S0040_S004002_6
S0040,weekend,weekend_S0040_S004001_6
S0040,weekend,weekend_S0040_S004002_7
S0040,weekend,weekend_S0040_S004001_7
S0040,weekend,weekend_S0040_S004002_8
S1050,weekend,weekend_S1050_S105002_0
S1050,weekend,weekend_S1050_S105001_0
S1050,weekend,weekend_S1050_S105002_1
S1050,weekend,weekend_S1050_S105001_1
S1050,weekend,weekend_S1050_S105002_2
S1050,weekend,weekend_S1050_S105001_2
S1050,weekend,weekend_S1050_S105002_3
S1050,weekend,weekend_S1050_S105001_3
S1050,weekend,weekend_S1050_S105002_4
S1050,weekend,weekend_S1050_S105002_5
S1050,weekend,weekend_S1050_S105001_5
S1050,weekend,weekend_S1050_S105002_6
S1050,weekend,weekend_S1050_S105001_6
S1050,weekend,weekend_S1050_S105002_7
S1050,weekend,weekend_S1050_S105001_8
U2510,weekday,weekday_U2510_U251002_0
U2510,weekday,weekday_U2510_U251002_1
U2510,weekday,weekday_U2510_U251002_2
U2510,weekday,weekday_U2510_U251002_3
U2510,weekday,weekday_U2510_U251002_4
U2510,weekday,weekday_U2510_U251002_5
U2510,weekday,weekday_U2510_U251002_6
U2510,weekday,weekday_U2510_U251002_7
U2510,weekend,weekend_U2510_U251002_0
U2510,weekend,weekend_U2510_U251002_1
U2510,weekend,weekend_U2510_U251002_2
T1208,weekday,weekday_T1208_T120802_0
U8210,weekday,weekday_U8210_U821002_0
U8210,weekday,weekday_U8210_U821002_1
U8210,weekday,weekday_U8210_U821002_2
U8210,weekday,weekday_U8210_U821002_3
U8210,weekday,weekday_U8210_U821002_4
U8210,weekday,weekday_U8210_U821002_5
U8210,weekday,weekday_U8210_U821002_6
U8210,weekend,weekend_U8210_U821002_0
U8210,weekend,weekend_U8210_U821002_1
U8210,weekend,weekend_U8210_U821002_2
U8210,weekend,weekend_U8210_U821002_3
U8210,weekend,weekend_U8210_U821002_4
U8210,weekend,weekend_U8210_U821002_5
U7508,weekday,weekday_U7508_U750802_0
U7508,weekday,weekday_U7508_U750801_0
U7508,weekday,weekday_U7508_U750802_1
U7508,weekday,weekday_U7508_U750801_1
U7508,weekday,weekday_U7508_U750802_2
U7508,weekday,weekday_U7508_U750801_2
U7508,weekday,weekday_U7508_U750802_3
U7508,weekday,weekday_U7508_U750801_3
U7508,weekday,weekday_U7508_U750802_4
U7508,weekday,weekday_U7508_U750801_4
U7508,weekday,weekday_U7508_U750802_5
U7508,weekday,weekday_U7508_U750801_5
U7508,weekday,weekday_U7508_U750802_6
U7508,weekday,weekday_U7508_U750801_6
U7508,weekday,weekday_U7508_U750802_7
U7508,weekday,weekday_U7508_U750801_7
U7508,weekday,weekday_U7508_U750801_8
U7508,weekend,weekend_U7508_U750802_0
U7508,weekend,weekend_U7508_U750801_0
U7508,weekend,weekend_U7508_U750802_1
U7508,weekend,weekend_U7508_U750801_1
U7508,weekend,weekend_U7508_U750802_2
U7508,weekend,weekend_U7508_U750801_2
U7508,weekend,weekend_U7508_U750802_3
U7508,weekend,weekend_U7508_U750801_3
U7508,weekend,weekend_U7508_U750802_4
U7508,weekend,weekend_U7508_U750801_4
U7508,weekend,weekend_U7508_U750802_5
U7508,weekend,weekend_U7508_U750801_5
U7508,weekend,weekend_U7508_U750802_6
U7508,weekend,weekend_U7508_U750801_6
U7508,weekend,weekend_U7508_U750802_7
U7508,weekend,weekend_U7508_U750801_7
U7508,weekend,weekend_U7508_U750801_8
U1510,weekday,weekday_U1510_U151002_0
U1510,weekday,weekday_U1510_U151001_0
U1510,weekday,weekday_U1510_U151002_1
U1510,weekday,weekday_U1510_U151001_1
U1510,weekday,weekday_U1510_U151002_2
U1510,weekday,weekday_U1510_U151001_2
U1510,weekday,weekday_U1510_U151002_3
U1510,weekday,weekday_U1510_U151001_3
U1510,weekday,weekday_U1510_U151002_4
U1510,weekday,weekday_U1510_U151001_4
U1510,weekday,weekday_U1510_U151002_5
U1510,weekday,weekday_U1510_U151001_5
U1510,weekday,weekday_U1510_U151002_6
U1510,weekday,weekday_U1510_U151001_6
U6000,weekday,weekday_U6000_U600002_0
U6000,weekday,weekday_U6000_U600001_0
U6000,weekday,weekday_U6000_U600002_1
U6000,weekday,weekday_U6000_U600001_1
U6000,weekday,weekday_U6000_U600002_2
U6000,weekday,weekday_U6000_U600001_2
U6000,weekday,weekday_U6000_U600002_3
U6000,weekday,weekday_U6000_U600001_3
U6000,weekday,weekday_U6000_U600002_4
U6000,weekday,weekday_U6000_U600001_4
U6000,weekday,weekday_U6000_U600002_5
U6000,weekday,weekday_U6000_U600001_5
U6000,weekday,weekday_U6000_U600002_6
U6000,weekday,weekday_U6000_U600001_6
U6000,weekday,weekday_U6000_U600002_7
U6000,weekday,weekday_U6000_U600001_7
U6000,weekday,weekday_U6000_U600002_8
U6000,weekday,weekday_U6000_U600001_8
U6000,weekday,weekday_U6000_U600002_9
U6000,weekday,weekday_U6000_U600001_9
U6000,weekday,weekday_U6000_U600002_10
U6000,weekday,weekday_U6000_U600001_10
U6000,weekday,weekday_U6000_U600002_11
U6000,weekday,weekday_U6000_U600001_11
U6000,weekday,weekday_U6000_U600002_12
U6000,weekday,weekday_U6000_U600001_12
U6000,weekday,weekday_U6000_U600002_13
U6000,weekday,weekday_U6000_U600001_13
U6000,weekday,weekday_U6000_U600002_14
U6000,weekday,weekday_U6000_U600001_14
U6000,weekday,weekday_U6000_U600002_15
U6000,weekday,weekday_U6000_U600001_15
U6000,weekday,weekday_U6000_U600002_16
U6000,weekday,weekday_U6000_U600001_16
U6000,weekday,weekday_U6000_U600002_17
U6000,weekday,weekday_U6000_U600001_17
U6000,weekday,weekday_U6000_U600002_18
U6000,weekday,weekday_U6000_U600001_18
U6000,weekday,weekday_U6000_U600002_19
U6000,weekday,weekday_U6000_U600001_19
U6000,weekday,weekday_U6000_U600002_20
U6000,weekday,weekday_U6000_U600001_20
U6000,weekday,weekday_U6000_U600001_21
U6000,weekday,weekday_U6000_U600001_22
U6000,weekday,weekday_U6000_U600001_23
U6000,weekday,weekday_U6000_U600001_24
T2220,weekend,weekend_T2220_T222002_0
T2220,weekend,weekend_T2220_T222002_1
T2220,weekend,weekend_T2220_T222002_2
T2220,weekday,weekday_T2220_T222002_0
T2220,weekday,weekday_T2220_T222002_1
T2220,weekday,weekday_T2220_T222002_2
T2220,weekday,weekday_T2220_T222002_3
T2220,weekday,weekday_T2220_T222002_4
U1730,weekday,weekday_U1730_U173002_0
U1730,weekday,weekday_U1730_U173001_0
U1730,weekday,weekday_U1730_U173002_1
U1730,weekday,weekday_U1730_U173001_1
U1730,weekday,weekday_U1730_U173002_2
U1730,weekday,weekday_U1730_U173001_2
U1730,weekday,weekday_U1730_U173002_3
U1730,weekday,weekday_U1730_U173001_3
U1730,weekday,weekday_U1730_U173002_4
U1730,weekday,weekday_U1730_U173001_4
U1730,weekday,weekday_U1730_U173002_5
U1730,weekday,weekday_U1730_U173001_5
U1730,weekday,weekday_U1730_U173002_6
U1730,weekday,weekday_U1730_U173001_6
U1730,weekday,weekday_U1730_U173002_7
U1730,weekday,weekday_U1730_U173001_7
U1730,weekday,weekday_U1730_U173002_8
U1730,weekday,weekday_U1730_U173001_8
U1730,weekday,weekday_U1730_U173002_9
U1730,weekday,weekday_U1730_U173001_9
U1730,weekday,weekday_U1730_U173002_10
U1730,weekday,weekday_U1730_U173001_10
U1730,weekend,weekend_U1730_U173002_0
U1730,weekend,weekend_U1730_U173001_0
U1730,weekend,weekend_U1730_U173002_1
U1730,weekend,weekend_U1730_U173001_1
U1730,weekend,weekend_U1730_U173002_2
U1730,weekend,weekend_U1730_U173001_2
U1730,weekend,weekend_U1730_U173002_3
U1730,weekend,weekend_U1730_U173001_3
U1730,weekend,weekend_U1730_U173002_4
U1730,weekend,weekend_U1730_U173001_4
U1730,weekend,weekend_U1730_U173002_5
U1730,weekend,weekend_U1730_U173001_5
U1730,weekend,weekend_U1730_U173002_6
U1730,weekend,weekend_U1730_U173001_6
U1730,weekend,weekend_U1730_U173002_7
U1730,weekend,weekend_U1730_U173001_7
T2230,weekday,weekday_T2230_T223002_0
T2230,weekday,weekday_T2230_T223002_1
T2230,weekday,weekday_T2230_T223002_2
T2230,weekday,weekday_T2230_T223002_3
T2230,weekday,weekday_T2230_T223002_4
T2230,weekday,weekday_T2230_T223002_5
T2230,weekday,weekday_T2230_T223002_6
T2230,weekend,weekend_T2230_T223002_0
T2230,weekend,weekend_T2230_T223002_1
T2230,weekend,weekend_T2230_T223002_2
T2230,weekend,weekend_T2230_T223002_3
T2230,weekend,weekend_T2230_T223002_4
T2230,weekend,weekend_T2230_T223002_5
T2230,weekend,weekend_T2230_T223002_6
T2240,weekday,weekday_T2240_T224002_0
T2240,weekday,weekday_T2240_T224002_1
T2240,weekend,weekend_T2240_T224002_0
T2240,weekend,weekend_T2240_T224002_1
U6500,weekday,weekday_U6500_U650002_0
U6500,weekday,weekday_U6500_U650002_1
U6500,weekday,weekday_U6500_U650002_2
U6500,weekday,weekday_U6500_U650002_3
U6500,weekday,weekday_U6500_U650002_4
U6500,weekday,weekday_U6500_U650002_5
U6500,weekday,weekday_U6500_U650002_6
U6500,weekday,weekday_U6500_U650002_7
U6500,weekday,weekday_U6500_U650002_8
U6500,weekday,weekday_U6500_U650002_9
T5800,weekend,weekend_T5800_T580002_0
T5800,weekend,weekend_T5800_T580002_1
T5800,weekend,weekend_T5800_T580002_2
T5800,weekday,weekday_T5800_T580002_0
T5800,weekday,weekday_T5800_T580002_1
T5800,weekday,weekday_T5800_T580002_2
T5810,weekday,weekday_T5810_T581002_0
T5810,weekend,weekend_T5810_T581002_0
T6000,weekend,weekend_T6000_T600002_0
T6000,weekend,weekend_T6000_T600002_1
T6000,weekday,weekday_T6000_T600002_0
T6000,weekday,weekday_T6000_T600002_1
T6010,weekend,weekend_T6010_T601002_0
T6010,weekend,weekend_T6010_T601001_0
T6010,weekend,weekend_T6010_T601002_1
T6010,weekend,weekend_T6010_T601001_1
T6010,weekend,weekend_T6010_T601002_2
T6010,weekend,weekend_T6010_T601001_2
T6010,weekend,weekend_T6010_T601002_3
T6010,weekend,weekend_T6010_T601001_3
T6010,weekend,weekend_T6010_T601002_4
T6010,weekend,weekend_T6010_T601001_4
T6010,weekday,weekday_T6010_T601002_0
T6010,weekday,weekday_T6010_T601001_0
T6010,weekday,weekday_T6010_T601002_1
T6010,weekday,weekday_T6010_T601001_1
T6010,weekday,weekday_T6010_T601002_2
T6010,weekday,weekday_T6010_T601001_2
T6010,weekday,weekday_T6010_T601002_3
T6010,weekday,weekday_T6010_T601001_3
T6010,weekday,weekday_T6010_T601002_4
T6010,weekday,weekday_T6010_T601001_4
T6030,weekend,weekend_T6030_T603002_0
T6030,weekend,weekend_T6030_T603002_1
T6030,weekday,weekday_T6030_T603002_0
T6030,weekday,weekday_T6030_T603002_1
T6040,weekend,weekend_T6040_T604002_0
T6040,weekend,weekend_T6040_T604001_0
T6040,weekend,weekend_T6040_T604002_1
T6040,weekend,weekend_T6040_T604001_1
T6040,weekend,weekend_T6040_T604002_2
T6040,weekend,weekend_T6040_T604001_2
T6040,weekend,weekend_T6040_T604002_3
T6040,weekend,weekend_T6040_T604001_3
T6040,weekend,weekend_T6040_T604002_4
T6040,weekday,weekday_T6040_T604002_0
T6040,weekday,weekday_T6040_T604001_0
T6040,weekday,weekday_T6040_T604002_1
T6040,weekday,weekday_T6040_T604001_1
T6040,weekday,weekday_T6040_T604002_2
T6040,weekday,weekday_T6040_T604001_2
T6040,weekday,weekday_T6040_T604002_3
T6040,weekday,weekday_T6040_T604001_3
T6040,weekday,weekday_T6040_T604002_4
T6050,weekend,weekend_T6050_T605002_0
T6050,weekend,weekend_T6050_T605002_1
T6050,weekday,weekday_T6050_T605002_0
T6050,weekday,weekday_T6050_T605002_1
T6400,weekend,weekend_T6400_T640002_0
T6400,weekend,weekend_T6400_T640002_1
T6400,weekend,weekend_T6400_T640002_2
T6400,weekend,weekend_T6400_T640002_3
T6400,weekend,weekend_T6400_T640002_4
T6400,weekend,weekend_T6400_T640002_5
T6400,weekday,weekday_T6400_T640002_0
T6400,weekday,weekday_T6400_T640002_1
T6400,weekday,weekday_T6400_T640002_2
T6400,weekday,weekday_T6400_T640002_3
T6400,weekday,weekday_T6400_T640002_4
T6400,weekday,weekday_T6400_T640002_5
T3500,weekend,weekend_T3500_T350002_0
T3500,weekend,weekend_T3500_T350002_1
T3500,weekend,weekend_T3500_T350002_2
T3500,weekend,weekend_T3500_T350002_3
T3500,weekday,weekday_T3500_T350002_0
T3500,weekday,weekday_T3500_T350002_1
T3500,weekday,weekday_T3500_T350002_2
T3500,weekday,weekday_T3500_T350002_3
T3510,weekday,weekday_T3510_T351002_0
T3510,weekday,weekday_T3510_T351002_1
T3510,weekend,weekend_T3510_T351002_0
T3510,weekend,weekend_T3510_T351002_1
U7510,weekday,weekday_U7510_U751002_0
U7510,weekday,weekday_U7510_U751001_0
U7510,weekday,weekday_U7510_U751002_1
U7510,weekday,weekday_U7510_U751001_1
U7510,weekday,weekday_U7510_U751002_2
U7510,weekday,weekday_U7510_U751001_2
U7510,weekday,weekday_U7510_U751002_3
U7510,weekday,weekday_U7510_U751001_3
U7510,weekday,weekday_U7510_U751002_4
U7510,weekday,weekday_U7510_U751001_4
U7510,weekday,weekday_U7510_U751002_5
U7510,weekday,weekday_U7510_U751001_5
U7510,weekday,weekday_U7510_U751002_6
U7510,weekday,weekday_U7510_U751001_6
U7510,weekday,weekday_U7510_U751002_7
U7510,weekday,weekday_U7510_U751001_7
U7510,weekday,weekday_U7510_U751002_8
U7510,weekday,weekday_U7510_U751001_8
U7510,weekday,weekday_U7510_U751002_9
U7510,weekday,weekday_U7510_U751001_9
U7510,weekday,weekday_U7510_U751002_10
U7510,weekday,weekday_U7510_U751001_10
U7510,weekday,weekday_U7510_U751001_11
U4000,weekend,weekend_U4000_U400002_0
U4000,weekend,weekend_U4000_U400002_1
U4000,weekend,weekend_U4000_U400002_2
U4000,weekend,weekend_U4000_U400002_3
U4000,weekend,weekend_U4000_U400002_4
U4000,weekend,weekend_U4000_U400002_5
U4000,weekend,weekend_U4000_U400002_6
U4000,weekend,weekend_U4000_U400002_7
U4500,weekday,weekday_U4500_U450002_0
U4500,weekday,weekday_U4500_U450001_0
U4500,weekday,weekday_U4500_U450002_1
U4500,weekday,weekday_U4500_U450001_1
U4500,weekday,weekday_U4500_U450002_2
U4500,weekday,weekday_U4500_U450001_2
U4500,weekday,weekday_U4500_U450002_3
U4500,weekday,weekday_U4500_U450001_3
U4500,weekday,weekday_U4500_U450002_4
U4500,weekday,weekday_U4500_U450001_4
U4500,weekday,weekday_U4500_U450002_5
U4500,weekday,weekday_U4500_U450001_5
U4500,weekday,weekday_U4500_U450002_6
U4500,weekday,weekday_U4500_U450001_6
U4500,weekday,weekday_U4500_U450002_7
U4500,weekday,weekday_U4500_U450001_7
U4500,weekday,weekday_U4500_U450002_8
U4500,weekday,weekday_U4500_U450001_8
U4500,weekday,weekday_U4500_U450002_9
U4500,weekday,weekday_U4500_U450001_9
U4500,weekday,weekday_U4500_U450002_10
U4500,weekday,weekday_U4500_U450001_10
U4500,weekday,weekday_U4500_U450002_11
U4500,weekday,weekday_U4500_U450001_11
U4500,weekday,weekday_U4500_U450001_12
U4500,weekend,weekend_U4500_U450002_0
U4500,weekend,weekend_U4500_U450001_0
U4500,weekend,weekend_U4500_U450002_1
U4500,weekend,weekend_U4500_U450001_1
U4500,weekend,weekend_U4500_U450002_2
U4500,weekend,weekend_U4500_U450001_2
U4500,weekend,weekend_U4500_U450002_3
U4500,weekend,weekend_U4500_U450001_3
U4500,weekend,weekend_U4500_U450002_4
U4500,weekend,weekend_U4500_U450001_4
U4500,weekend,weekend_U4500_U450002_5
U4500,weekend,weekend_U4500_U450001_5
U4500,weekend,weekend_U4500_U450002_6
U4500,weekend,weekend_U4500_U450001_6
U4500,weekend,weekend_U4500_U450002_7
U4500,weekend,weekend_U4500_U450001_7
U4500,weekend,weekend_U4500_U450002_8
U4500,weekend,weekend_U4500_U450001_8
U4500,weekend,weekend_U4500_U450002_9
U4500,weekend,weekend_U4500_U450001_9
U4500,weekend,weekend_U4500_U450002_10
U4500,weekend,weekend_U4500_U450001_10
U4500,weekend,weekend_U4500_U450002_11
U4500,weekend,weekend_U4500_U450001_11
U4500,weekend,weekend_U4500_U450002_12
U4500,weekend,weekend_U4500_U450001_12
U4500,weekend,weekend_U4500_U450002_13
U4500,weekend,weekend_U4500_U450001_13
U4500,weekend,weekend_U4500_U450002_14
U4500,weekend,weekend_U4500_U450001_14
U5800,weekday,weekday_U5800_U580002_0
U5800,weekday,weekday_U5800_U580002_1
U5800,weekday,weekday_U5800_U580002_2
U5800,weekday,weekday_U5800_U580002_3
U5800,weekday,weekday_U5800_U580002_4
U5800,weekday,weekday_U5800_U580002_5
U5800,weekday,weekday_U5800_U580002_6
U5800,weekend,weekend_U5800_U580002_0
U5800,weekend,weekend_U5800_U580002_1
U5800,weekend,weekend_U5800_U580002_2
U5800,weekend,weekend_U5800_U580002_3
U5800,weekend,weekend_U5800_U580002_4
U5800,weekend,weekend_U5800_U580002_5
U5800,weekend,weekend_U5800_U580002_6
U5800,weekend,weekend_U5800_U580002_7
U5800,weekend,weekend_U5800_U580002_8
U5800,weekend,weekend_U5800_U580002_9
U5800,weekend,weekend_U5800_U580002_10
U5800,weekend,weekend_U5800_U580002_11
U5900,weekday,weekday_U5900_U590002_0
U5900,weekday,weekday_U5900_U590001_0
U5900,weekday,weekday_U5900_U590002_1
U5900,weekday,weekday_U5900_U590001_1
U5900,weekday,weekday_U5900_U590002_2
U5900,weekday,weekday_U5900_U590001_2
U5900,weekday,weekday_U5900_U590002_3
U5900,weekday,weekday_U5900_U590001_3
U5900,weekday,weekday_U5900_U590002_4
U5900,weekday,weekday_U5900_U590001_4
U5900,weekday,weekday_U5900_U590002_5
U5900,weekday,weekday_U5900_U590001_5
U5900,weekday,weekday_U5900_U590002_6
U5900,weekday,weekday_U5900_U590001_6
U5900,weekday,weekday_U5900_U590002_7
U5900,weekday,weekday_U5900_U590001_7
U5900,weekday,weekday_U5900_U590002_8
U5900,weekday,weekday_U5900_U590001_8
U5900,weekday,weekday_U5900_U590002_9
U5900,weekday,weekday_U5900_U590001_9
U5900,weekday,weekday_U5900_U590001_10
U5900,weekend,weekend_U5900_U590002_0
U5900,weekend,weekend_U5900_U590001_0
U5900,weekend,weekend_U5900_U590002_1
U5900,weekend,weekend_U5900_U590001_1
U5900,weekend,weekend_U5900_U590002_2
U5900,weekend,weekend_U5900_U590001_2
U5900,weekend,weekend_U5900_U590002_3
U5900,weekend,weekend_U5900_U590001_3
U5900,weekend,weekend_U5900_U590002_4
U5900,weekend,weekend_U5900_U590001_4
U5900,weekend,weekend_U5900_U590002_5
U5900,weekend,weekend_U5900_U590001_5
U5900,weekend,weekend_U5900_U590002_6
U5900,weekend,weekend_U5900_U590001_6
U5900,weekend,weekend_U5900_U590002_7
U5900,weekend,weekend_U5900_U590001_7
U5900,weekend,weekend_U5900_U590002_8
U5900,weekend,weekend_U5900_U590001_8
U5900,weekend,weekend_U5900_U590002_9
U5900,weekend,weekend_U5900_U590001_9
U5900,weekend,weekend_U5900_U590002_10
U5900,weekend,weekend_U5900_U590001_10
U5900,weekend,weekend_U5900_U590002_11
U5900,weekend,weekend_U5900_U590001_11
U5900,weekend,weekend_U5900_U590002_12
U5900,weekend,weekend_U5900_U590001_12
U5900,weekend,weekend_U5900_U590002_13
U5900,weekend,weekend_U5900_U590001_13
U5900,weekend,weekend_U5900_U590002_14
U5900,weekend,weekend_U5900_U590001_14
U5900,weekend,weekend_U5900_U590002_15
U5900,weekend,weekend_U5900_U590001_15
U6020,weekday,weekday_U6020_U602002_0
U6020,weekday,weekday_U6020_U602002_1
U6020,weekend,weekend_U6020_U602002_0
U6020,weekend,weekend_U6020_U602002_1
U6400,weekday,weekday_U6400_U640002_0
U6400,weekday,weekday_U6400_U640001_0
U6400,weekday,weekday_U6400_U640002_1
U6400,weekday,weekday_U6400_U640001_1
U6400,weekday,weekday_U6400_U640002_2
U6400,weekday,weekday_U6400_U640001_2
U6400,weekday,weekday_U6400_U640002_3
U6400,weekday,weekday_U6400_U640001_3
U6400,weekday,weekday_U6400_U640002_4
U6400,weekday,weekday_U6400_U640001_4
U6400,weekday,weekday_U6400_U640002_5
U6400,weekday,weekday_U6400_U640001_5
U6400,weekday,weekday_U6400_U640002_6
U6400,weekday,weekday_U6400_U640001_6
U6400,weekday,weekday_U6400_U640002_7
U6400,weekday,weekday_U6400_U640001_7
U6400,weekday,weekday_U6400_U640002_8
U6400,weekday,weekday_U6400_U640001_8
U6400,weekday,weekday_U6400_U640002_9
U6400,weekday,weekday_U6400_U640001_9
U6400,weekend,weekend_U6400_U640002_0
U6400,weekend,weekend_U6400_U640001_0
U6400,weekend,weekend_U6400_U640002_1
U6400,weekend,weekend_U6400_U640001_1
U6400,weekend,weekend_U6400_U640002_2
U6400,weekend,weekend_U6400_U640001_2
U6400,weekend,weekend_U6400_U640002_3
U6400,weekend,weekend_U6400_U640001_3
U6400,weekend,weekend_U6400_U640002_4
U6400,weekend,weekend_U6400_U640001_4
U6400,weekend,weekend_U6400_U640002_5
U6400,weekend,weekend_U6400_U640001_5
U6400,weekend,weekend_U6400_U640002_6
U6400,weekend,weekend_U6400_U640001_6
U6400,weekend,weekend_U6400_U640002_7
U6400,weekend,weekend_U6400_U640001_7
U6400,weekend,weekend_U6400_U640002_8
U6400,weekend,weekend_U6400_U640001_8
U6400,weekend,weekend_U6400_U640002_9
U6400,weekend,weekend_U6400_U640001_9
U6400,weekend,weekend_U6400_U640002_10
U6400,weekend,weekend_U6400_U640001_10
U6400,weekend,weekend_U6400_U640002_11
U6400,weekend,weekend_U6400_U640001_11
U6400,weekend,weekend_U6400_U640002_12
U6400,weekend,weekend_U6400_U640001_12
U6400,weekend,weekend_U6400_U640002_13
U6400,weekend,weekend_U6400_U640001_13
T4500,weekday,weekday_T4500_T450002_0
T4500,weekday,weekday_T4500_T450002_1
T4500,weekday,weekday_T4500_T450002_2
T4500,weekend,weekend_T4500_T450002_0
T4500,weekend,weekend_T4500_T450002_1
T4500,weekend,weekend_T4500_T450002_2
T4500,weekend,weekend_T4500_T450002_3
U6000,weekend,weekend_U6000_U600002_0
U6000,weekend,weekend_U6000_U600001_0
U6000,weekend,weekend_U6000_U600002_1
U6000,weekend,weekend_U6000_U600001_1
U6000,weekend,weekend_U6000_U600002_2
U6000,weekend,weekend_U6000_U600001_2
U6000,weekend,weekend_U6000_U600002_3
U6000,weekend,weekend_U6000_U600001_3
U6000,weekend,weekend_U6000_U600002_4
U6000,weekend,weekend_U6000_U600001_4
U6000,weekend,weekend_U6000_U600002_5
U6000,weekend,weekend_U6000_U600001_5
U6000,weekend,weekend_U6000_U600002_6
U6000,weekend,weekend_U6000_U600001_6
U6000,weekend,weekend_U6000_U600002_7
U6000,weekend,weekend_U6000_U600001_7
U6000,weekend,weekend_U6000_U600002_8
U6000,weekend,weekend_U6000_U600001_8
U6000,weekend,weekend_U6000_U600002_9
U6000,weekend,weekend_U6000_U600001_9
U6000,weekend,weekend_U6000_U600002_10
U6000,weekend,weekend_U6000_U600001_10
U6000,weekend,weekend_U6000_U600002_11
U6000,weekend,weekend_U6000_U600001_11
U6000,weekend,weekend_U6000_U600002_12
U6000,weekend,weekend_U6000_U600001_12
U6000,weekend,weekend_U6000_U600002_13
U6000,weekend,weekend_U6000_U600001_13
U6000,weekend,weekend_U6000_U600002_14
U6000,weekend,weekend_U6000_U600001_14
U6000,weekend,weekend_U6000_U600002_15
U6000,weekend,weekend_U6000_U600001_15
U6000,weekend,weekend_U6000_U600002_16
U6000,weekend,weekend_U6000_U600001_16
U6000,weekend,weekend_U6000_U600002_17
U6000,weekend,weekend_U6000_U600001_17
U6000,weekend,weekend_U6000_U600002_18
U6000,weekend,weekend_U6000_U600001_18
U6000,weekend,weekend_U6000_U600002_19
U6000,weekend,weekend_U6000_U600001_19
U4000,weekday,weekday_U4000_U400002_0
U4000,weekday,weekday_U4000_U400002_1
U4000,weekday,weekday_U4000_U400002_2
U4000,weekday,weekday_U4000_U400002_3
U4000,weekday,weekday_U4000_U400002_4
U4000,weekday,weekday_U4000_U400002_5
U4000,weekday,weekday_U4000_U400002_6
U4000,weekday,weekday_U4000_U400002_7
U4000,weekday,weekday_U4000_U400002_8
U4000,weekday,weekday_U4000_U400002_9
U4000,weekday,weekday_U4000_U400002_10
U4000,weekday,weekday_U4000_U400002_11
U4000,weekday,weekday_U4000_U400002_12
U4000,weekday,weekday_U4000_U400002_13
U4000,weekday,weekday_U4000_U400002_14
U4000,weekday,weekday_U4000_U400002_15
U4000,weekday,weekday_U4000_U400002_16
T14,ALLDAY,0002_T14CWL_12417_1_A3_ALLDAY_2_4
T20,ALLDAY,0002_T20CWL_12427_1_A8_ALLDAY_2_2
T20,ALLDAY,0002_T20CWL_12427_1_A8_ALLDAY_2_1
T10,ALLDAY,0002_T10CWL_12357_0_P9_ALLDAY_1_2
T31,ALLDAY,0002_T31CWL_12422_0_A5_ALLDAY_1_1
F100,ALLDAY,0002_F100CWL_12409_1_A1_ALLDAY_1_5
T42,ALLDAY,0002_T42CWL_12271_0_A2_ALLDAY_1_1
F100,ALLDAY,0002_F100CWL_12409_1_P3_ALLDAY_1_4
T21,ALLDAY,0002_T21CWL_12261_1_SM1_ALLDAY_2_5
T31,ALLDAY,0002_T31CWL_12421_1_P10_ALLDAY_1_1
T50,ALLDAY,0002_T50CWL_12282_0_SM5_ALLDAY_1_2
T10,ALLDAY,0002_T10CWL_12356_1_P6_ALLDAY_2_1
T13,ALLDAY,0002_T13CWL_12415_1_A3_ALLDAY_2_2
T22,ALLDAY,0002_T22CWL_12420_0_A3_ALLDAY_2_1
T31,ALLDAY,0002_T31CWL_12422_0_P9_ALLDAY_2_1
T21,ALLDAY,0002_T21CWL_12261_1_SM3_ALLDAY_2_5
T30,ALLDAY,0002_T30CWL_12264_0_A7_ALLDAY_2_2
F300,ALLDAY,0002_F300CWL_12411_1_A1_ALLDAY_1_3
T30,ALLDAY,0002_T30CWL_12264_0_A9_ALLDAY_2_3
